Review_ID,Date,Customer_Name,Review_Text,True_Topic,True_Sentiment
1169,2023-10-20,User_169,Subscription price increased without notice.,Pricing,Negative
1109,2023-10-21,User_109,"Exceeded my expectations, looks exactly like the photos. Will buy again.",Quality,Positive
1284,2023-10-22,User_284,"Been on hold for 45 minutes, no answer. Very disappointed.",Support,Negative
1233,2023-10-22,User_233,Worth every penny.,Pricing,Positive
1021,2023-10-23,User_21,The chat agent was very polite and helpful. Not happy.,Support,Positive
1000,2023-10-24,User_0,"The build quality is premium, feels heavy and durable. Very disappointed.",Quality,Positive
1002,2023-10-24,User_2,"Arrived 2 days early, super fast!",Shipping,Positive
1129,2023-10-25,User_129,Package is lost in transit for 2 weeks now. Not happy.,Shipping,Negative
1278,2023-10-27,User_278,"Chatbot kept looping, couldn't talk to a human.",Support,Negative
1118,2023-10-28,User_118,Been using it for a month and it still looks new. Not happy.,Quality,Positive
1213,2023-10-28,User_213,"Got a full refund instantly, no questions asked.",Support,Positive
1123,2023-10-28,User_123,Support staff was rude and unhelpful.,Support,Negative
1046,2023-10-28,User_46,"Been on hold for 45 minutes, no answer.",Support,Negative
1026,2023-10-28,User_26,Subscription price increased without notice. Will buy again.,Pricing,Negative
1015,2023-10-29,User_15,Support staff was rude and unhelpful.,Support,Negative
1034,2023-10-29,User_34,"Got it on sale, absolute steal.",Pricing,Positive
1126,2023-10-29,User_126,"The courier called me before arriving, great service.",Shipping,Positive
1245,2023-10-29,User_245,Materials used are top notch. Will buy again.,Quality,Positive
1009,2023-10-30,User_9,Best value for money in the market.,Pricing,Positive
1268,2023-10-31,User_268,"Came in a sturdy box, very well packaged.",Shipping,Positive
1291,2023-10-31,User_291,"The courier called me before arriving, great service. Will buy again.",Shipping,Positive
1013,2023-10-31,User_13,The chat agent was very polite and helpful. Just okay.,Support,Positive
1127,2023-10-31,User_127,Support staff was rude and unhelpful. Not happy.,Support,Negative
1192,2023-10-31,User_192,Tracking was accurate and delivery was smooth.,Shipping,Positive
1275,2023-11-01,User_275,"Arrived 2 days early, super fast!",Shipping,Positive
1077,2023-11-02,User_77,Best value for money in the market. Will buy again.,Pricing,Positive
1012,2023-11-03,User_12,Materials used are top notch.,Quality,Positive
1062,2023-11-03,User_62,Been using it for a month and it still looks new. Just okay.,Quality,Positive
1295,2023-11-04,User_295,Customer service solved my issue in 5 minutes. Not happy.,Support,Positive
1217,2023-11-04,User_217,"The courier called me before arriving, great service. Not happy.",Shipping,Positive
1122,2023-11-04,User_122,"Got a full refund instantly, no questions asked.",Support,Positive
1237,2023-11-04,User_237,The material feels cheap and plasticky.,Quality,Negative
1111,2023-11-05,User_111,Customer service solved my issue in 5 minutes. Very disappointed.,Support,Positive
1160,2023-11-05,User_160,"The build quality is premium, feels heavy and durable.",Quality,Positive
1110,2023-11-07,User_110,"Came in a sturdy box, very well packaged. Will buy again.",Shipping,Positive
1288,2023-11-07,User_288,Materials used are top notch.,Quality,Positive
1231,2023-11-07,User_231,"Came in a sturdy box, very well packaged. Just okay.",Shipping,Positive
1193,2023-11-07,User_193,Subscription price increased without notice.,Pricing,Negative
1035,2023-11-07,User_35,They refused to honor the warranty. Will buy again.,Support,Negative
1173,2023-11-09,User_173,Subscription price increased without notice. Very disappointed.,Pricing,Negative
1147,2023-11-09,User_147,"Came in a sturdy box, very well packaged. Not happy.",Shipping,Positive
1196,2023-11-10,User_196,Tracking was accurate and delivery was smooth. Very disappointed.,Shipping,Positive
1076,2023-11-10,User_76,Customer service solved my issue in 5 minutes.,Support,Positive
1019,2023-11-10,User_19,"Got a full refund instantly, no questions asked.",Support,Positive
1088,2023-11-11,User_88,"Got a full refund instantly, no questions asked.",Support,Positive
1043,2023-11-12,User_43,Support staff was rude and unhelpful.,Support,Negative
1262,2023-11-12,User_262,Buttons feel loose and wobbly. Just okay.,Quality,Negative
1053,2023-11-14,User_53,"Arrived 2 days early, super fast! Will buy again.",Shipping,Positive
1203,2023-11-14,User_203,Best value for money in the market. Just okay.,Pricing,Positive
1117,2023-11-15,User_117,"The build quality is premium, feels heavy and durable. Very disappointed.",Quality,Positive
1165,2023-11-15,User_165,Been using it for a month and it still looks new.,Quality,Positive
1185,2023-11-16,User_185,"Arrived 2 days early, super fast! Very disappointed.",Shipping,Positive
1041,2023-11-19,User_41,Arrived damaged because the box was crushed. Just okay.,Shipping,Negative
1263,2023-11-19,User_263,Subscription price increased without notice.,Pricing,Negative
1157,2023-11-20,User_157,Hidden fees at checkout were annoying.,Pricing,Negative
1124,2023-11-21,User_124,Best value for money in the market.,Pricing,Positive
1070,2023-11-21,User_70,Been using it for a month and it still looks new.,Quality,Positive
1121,2023-11-22,User_121,Tracking was accurate and delivery was smooth. Not happy.,Shipping,Positive
1261,2023-11-22,User_261,Worth every penny. Highly recommend!,Pricing,Positive
1174,2023-11-23,User_174,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1057,2023-11-23,User_57,"Been on hold for 45 minutes, no answer. Not happy.",Support,Negative
1178,2023-11-24,User_178,"Got it on sale, absolute steal.",Pricing,Positive
1039,2023-11-24,User_39,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1197,2023-11-24,User_197,The chat agent was very polite and helpful.,Support,Positive
1084,2023-11-24,User_84,Way too expensive for what you get.,Pricing,Negative
1085,2023-11-25,User_85,"Got it on sale, absolute steal.",Pricing,Positive
1017,2023-11-26,User_17,Tracking was accurate and delivery was smooth. Highly recommend!,Shipping,Positive
1239,2023-11-26,User_239,"Got it on sale, absolute steal.",Pricing,Positive
1051,2023-11-26,User_51,They refused to honor the warranty. Very disappointed.,Support,Negative
1042,2023-11-27,User_42,"Arrived 2 days early, super fast!",Shipping,Positive
1162,2023-11-29,User_162,"Chatbot kept looping, couldn't talk to a human.",Support,Negative
1270,2023-11-29,User_270,Support staff was rude and unhelpful. Very disappointed.,Support,Negative
1256,2023-11-29,User_256,"Arrived 2 days early, super fast!",Shipping,Positive
1219,2023-11-30,User_219,"The build quality is premium, feels heavy and durable.",Quality,Positive
1045,2023-11-30,User_45,"The courier called me before arriving, great service.",Shipping,Positive
1255,2023-12-01,User_255,Package is lost in transit for 2 weeks now.,Shipping,Negative
1195,2023-12-02,User_195,"Got a full refund instantly, no questions asked. Highly recommend!",Support,Positive
1066,2023-12-02,User_66,The chat agent was very polite and helpful.,Support,Positive
1226,2023-12-03,User_226,The chat agent was very polite and helpful.,Support,Positive
1014,2023-12-03,User_14,Package is lost in transit for 2 weeks now.,Shipping,Negative
1170,2023-12-04,User_170,Subscription price increased without notice. Will buy again.,Pricing,Negative
1298,2023-12-05,User_298,Materials used are top notch.,Quality,Positive
1087,2023-12-07,User_87,Paid for express shipping but it took 10 days.,Shipping,Negative
1163,2023-12-07,User_163,Hidden fees at checkout were annoying.,Pricing,Negative
1172,2023-12-08,User_172,Buttons feel loose and wobbly.,Quality,Negative
1094,2023-12-08,User_94,Buttons feel loose and wobbly. Will buy again.,Quality,Negative
1148,2023-12-08,User_148,Arrived damaged because the box was crushed. Very disappointed.,Shipping,Negative
1186,2023-12-08,User_186,"Been on hold for 45 minutes, no answer. Not happy.",Support,Negative
1209,2023-12-09,User_209,Worth every penny.,Pricing,Positive
1008,2023-12-09,User_8,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1252,2023-12-09,User_252,"Got it on sale, absolute steal.",Pricing,Positive
1081,2023-12-10,User_81,"Came in a sturdy box, very well packaged.",Shipping,Positive
1155,2023-12-10,User_155,Tracking number never worked.,Shipping,Negative
1285,2023-12-11,User_285,The chat agent was very polite and helpful.,Support,Positive
1276,2023-12-11,User_276,Way too expensive for what you get. Highly recommend!,Pricing,Negative
1104,2023-12-12,User_104,Tracking number never worked. Not happy.,Shipping,Negative
1184,2023-12-12,User_184,Support staff was rude and unhelpful. Will buy again.,Support,Negative
1137,2023-12-13,User_137,Arrived damaged because the box was crushed.,Shipping,Negative
1149,2023-12-15,User_149,Package is lost in transit for 2 weeks now. Very disappointed.,Shipping,Negative
1091,2023-12-15,User_91,Best value for money in the market.,Pricing,Positive
1258,2023-12-16,User_258,Tracking number never worked. Not happy.,Shipping,Negative
1114,2023-12-16,User_114,"Got a full refund instantly, no questions asked.",Support,Positive
1292,2023-12-16,User_292,Stopped working after 3 days.,Quality,Negative
1096,2023-12-17,User_96,Tracking was accurate and delivery was smooth.,Shipping,Positive
1243,2023-12-17,User_243,Best value for money in the market. Very disappointed.,Pricing,Positive
1100,2023-12-18,User_100,Worth every penny.,Pricing,Positive
1098,2023-12-20,User_98,"Got it on sale, absolute steal. Will buy again.",Pricing,Positive
1145,2023-12-20,User_145,Worth every penny. Highly recommend!,Pricing,Positive
1093,2023-12-22,User_93,"Got it on sale, absolute steal. Just okay.",Pricing,Positive
1191,2023-12-22,User_191,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1228,2023-12-22,User_228,Tracking number never worked. Just okay.,Shipping,Negative
1048,2023-12-23,User_48,Tracking number never worked.,Shipping,Negative
1205,2023-12-23,User_205,Color is totally different from the website.,Quality,Negative
1092,2023-12-23,User_92,Been using it for a month and it still looks new.,Quality,Positive
1146,2023-12-23,User_146,"Got a full refund instantly, no questions asked.",Support,Positive
1089,2023-12-24,User_89,Customer service solved my issue in 5 minutes. Not happy.,Support,Positive
1050,2023-12-24,User_50,The driver threw the package over the fence. Very disappointed.,Shipping,Negative
1249,2023-12-24,User_249,"Chatbot kept looping, couldn't talk to a human.",Support,Negative
1152,2023-12-24,User_152,Tracking number never worked.,Shipping,Negative
1206,2023-12-25,User_206,Tracking number never worked.,Shipping,Negative
1179,2023-12-26,User_179,Subscription price increased without notice. Just okay.,Pricing,Negative
1132,2023-12-26,User_132,"Got a full refund instantly, no questions asked.",Support,Positive
1025,2023-12-26,User_25,Paid for express shipping but it took 10 days.,Shipping,Negative
1266,2023-12-27,User_266,"Exceeded my expectations, looks exactly like the photos. Just okay.",Quality,Positive
1006,2023-12-27,User_6,Customer service solved my issue in 5 minutes.,Support,Positive
1201,2023-12-28,User_201,Best value for money in the market.,Pricing,Positive
1058,2023-12-28,User_58,Color is totally different from the website. Will buy again.,Quality,Negative
1052,2023-12-28,User_52,Paid for express shipping but it took 10 days.,Shipping,Negative
1007,2023-12-28,User_7,Arrived damaged because the box was crushed. Just okay.,Shipping,Negative
1189,2023-12-29,User_189,"The build quality is premium, feels heavy and durable.",Quality,Positive
1144,2023-12-31,User_144,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1032,2023-12-31,User_32,The driver threw the package over the fence. Not happy.,Shipping,Negative
1061,2024-01-01,User_61,"Been on hold for 45 minutes, no answer. Just okay.",Support,Negative
1277,2024-01-01,User_277,Color is totally different from the website. Not happy.,Quality,Negative
1139,2024-01-01,User_139,Subscription price increased without notice. Will buy again.,Pricing,Negative
1242,2024-01-01,User_242,Subscription price increased without notice. Highly recommend!,Pricing,Negative
1080,2024-01-03,User_80,"Got a full refund instantly, no questions asked.",Support,Positive
1171,2024-01-03,User_171,"Got a full refund instantly, no questions asked. Not happy.",Support,Positive
1187,2024-01-04,User_187,Way too expensive for what you get.,Pricing,Negative
1027,2024-01-04,User_27,"Got a full refund instantly, no questions asked. Very disappointed.",Support,Positive
1004,2024-01-04,User_4,Customer service solved my issue in 5 minutes. Highly recommend!,Support,Positive
1250,2024-01-06,User_250,"Got a full refund instantly, no questions asked. Just okay.",Support,Positive
1224,2024-01-06,User_224,"Exceeded my expectations, looks exactly like the photos. Very disappointed.",Quality,Positive
1214,2024-01-07,User_214,Stopped working after 3 days.,Quality,Negative
1055,2024-01-07,User_55,The material feels cheap and plasticky. Just okay.,Quality,Negative
1067,2024-01-07,User_67,"Got it on sale, absolute steal. Very disappointed.",Pricing,Positive
1082,2024-01-08,User_82,The chat agent was very polite and helpful. Just okay.,Support,Positive
1282,2024-01-08,User_282,The driver threw the package over the fence.,Shipping,Negative
1101,2024-01-08,User_101,Stopped working after 3 days. Not happy.,Quality,Negative
1299,2024-01-11,User_299,"Came in a sturdy box, very well packaged.",Shipping,Positive
1150,2024-01-11,User_150,"The build quality is premium, feels heavy and durable.",Quality,Positive
1018,2024-01-12,User_18,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1044,2024-01-12,User_44,The driver threw the package over the fence. Very disappointed.,Shipping,Negative
1102,2024-01-15,User_102,Materials used are top notch. Not happy.,Quality,Positive
1141,2024-01-15,User_141,"Arrived 2 days early, super fast! Will buy again.",Shipping,Positive
1273,2024-01-15,User_273,"Got a full refund instantly, no questions asked.",Support,Positive
1090,2024-01-16,User_90,"Got a full refund instantly, no questions asked.",Support,Positive
1059,2024-01-17,User_59,The chat agent was very polite and helpful. Not happy.,Support,Positive
1177,2024-01-18,User_177,Tracking was accurate and delivery was smooth.,Shipping,Positive
1212,2024-01-18,User_212,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1296,2024-01-19,User_296,Customer service solved my issue in 5 minutes.,Support,Positive
1246,2024-01-19,User_246,Hidden fees at checkout were annoying. Just okay.,Pricing,Negative
1049,2024-01-20,User_49,"Came in a sturdy box, very well packaged. Will buy again.",Shipping,Positive
1131,2024-01-21,User_131,The material feels cheap and plasticky. Not happy.,Quality,Negative
1106,2024-01-23,User_106,The chat agent was very polite and helpful. Very disappointed.,Support,Positive
1211,2024-01-23,User_211,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1134,2024-01-23,User_134,Worth every penny. Highly recommend!,Pricing,Positive
1099,2024-01-24,User_99,Subscription price increased without notice.,Pricing,Negative
1033,2024-01-25,User_33,"Got a full refund instantly, no questions asked. Just okay.",Support,Positive
1253,2024-01-25,User_253,"Been on hold for 45 minutes, no answer.",Support,Negative
1176,2024-01-25,User_176,Been using it for a month and it still looks new.,Quality,Positive
1016,2024-01-26,User_16,Materials used are top notch.,Quality,Positive
1116,2024-01-26,User_116,Hidden fees at checkout were annoying.,Pricing,Negative
1063,2024-01-26,User_63,Tracking number never worked.,Shipping,Negative
1251,2024-01-27,User_251,Worth every penny.,Pricing,Positive
1207,2024-01-28,User_207,"Got a full refund instantly, no questions asked.",Support,Positive
1204,2024-01-29,User_204,Tracking was accurate and delivery was smooth.,Shipping,Positive
1153,2024-01-30,User_153,"Got it on sale, absolute steal.",Pricing,Positive
1202,2024-01-30,User_202,Best value for money in the market. Will buy again.,Pricing,Positive
1136,2024-01-30,User_136,Materials used are top notch.,Quality,Positive
1031,2024-01-31,User_31,"Came in a sturdy box, very well packaged.",Shipping,Positive
1095,2024-01-31,User_95,Arrived damaged because the box was crushed. Just okay.,Shipping,Negative
1156,2024-02-01,User_156,"The build quality is premium, feels heavy and durable.",Quality,Positive
1040,2024-02-01,User_40,The chat agent was very polite and helpful. Will buy again.,Support,Positive
1078,2024-02-01,User_78,"Got it on sale, absolute steal. Not happy.",Pricing,Positive
1003,2024-02-02,User_3,Buttons feel loose and wobbly. Will buy again.,Quality,Negative
1069,2024-02-02,User_69,Subscription price increased without notice. Very disappointed.,Pricing,Negative
1216,2024-02-03,User_216,"Got a full refund instantly, no questions asked. Will buy again.",Support,Positive
1107,2024-02-03,User_107,"Came in a sturdy box, very well packaged.",Shipping,Positive
1142,2024-02-03,User_142,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1232,2024-02-03,User_232,Worth every penny. Just okay.,Pricing,Positive
1086,2024-02-04,User_86,Stopped working after 3 days.,Quality,Negative
1230,2024-02-04,User_230,Color is totally different from the website.,Quality,Negative
1220,2024-02-05,User_220,Tracking number never worked. Highly recommend!,Shipping,Negative
1218,2024-02-05,User_218,Been using it for a month and it still looks new.,Quality,Positive
1151,2024-02-05,User_151,Package is lost in transit for 2 weeks now. Will buy again.,Shipping,Negative
1140,2024-02-06,User_140,"Been on hold for 45 minutes, no answer. Not happy.",Support,Negative
1167,2024-02-06,User_167,Best value for money in the market.,Pricing,Positive
1227,2024-02-06,User_227,Hidden fees at checkout were annoying.,Pricing,Negative
1297,2024-02-07,User_297,"Got a full refund instantly, no questions asked. Not happy.",Support,Positive
1071,2024-02-08,User_71,Hidden fees at checkout were annoying.,Pricing,Negative
1194,2024-02-10,User_194,Hidden fees at checkout were annoying. Highly recommend!,Pricing,Negative
1166,2024-02-10,User_166,"Came in a sturdy box, very well packaged. Very disappointed.",Shipping,Positive
1054,2024-02-11,User_54,Best value for money in the market.,Pricing,Positive
1272,2024-02-11,User_272,"The build quality is premium, feels heavy and durable. Highly recommend!",Quality,Positive
1161,2024-02-12,User_161,The chat agent was very polite and helpful. Highly recommend!,Support,Positive
1022,2024-02-12,User_22,"Got it on sale, absolute steal.",Pricing,Positive
1024,2024-02-13,User_24,The material feels cheap and plasticky.,Quality,Negative
1229,2024-02-14,User_229,Best value for money in the market. Highly recommend!,Pricing,Positive
1215,2024-02-15,User_215,Arrived damaged because the box was crushed. Will buy again.,Shipping,Negative
1036,2024-02-15,User_36,The chat agent was very polite and helpful.,Support,Positive
1208,2024-02-16,User_208,Materials used are top notch. Not happy.,Quality,Positive
1105,2024-02-17,User_105,Paid for express shipping but it took 10 days. Just okay.,Shipping,Negative
1281,2024-02-18,User_281,Tracking was accurate and delivery was smooth. Just okay.,Shipping,Positive
1083,2024-02-18,User_83,Best value for money in the market. Highly recommend!,Pricing,Positive
1158,2024-02-20,User_158,"Been on hold for 45 minutes, no answer. Will buy again.",Support,Negative
1254,2024-02-20,User_254,They refused to honor the warranty.,Support,Negative
1210,2024-02-22,User_210,"Exceeded my expectations, looks exactly like the photos.",Quality,Positive
1154,2024-02-22,User_154,Worth every penny. Very disappointed.,Pricing,Positive
1260,2024-02-26,User_260,Worth every penny.,Pricing,Positive
1244,2024-02-26,User_244,"The courier called me before arriving, great service.",Shipping,Positive
